Date,Ticker,Price,DailyRetMult,CloseLog10,DailyRetLogDiff
1/25/2018,BIV,82.77205,1.001811495,1.917883711,0.00078601
1/24/2018,BIV,82.62238,0.998432426,1.917097701,-0.000681323
1/23/2018,BIV,82.7521,1.002296199,1.917779024,0.000996084
1/22/2018,BIV,82.56252,1.000120893,1.91678294,5.25E-05
1/19/2018,BIV,82.55254,0.997949401,1.91673044,-0.000891478
1/18/2018,BIV,82.72217,0.997473583,1.917621918,-0.001098597
1/17/2018,BIV,82.93169,0.998198753,1.918720516,-0.000782977
1/16/2018,BIV,83.08134,1.000240184,1.919503493,0.000104298
1/12/2018,BIV,83.06139,0.99892016,1.919399195,-0.000469222
1/11/2018,BIV,83.15118,1.000360076,1.919868417,0.000156351
1/10/2018,BIV,83.12125,0.999879949,1.919712066,-5.21E-05
1/9/2018,BIV,83.13123,0.997844338,1.919764206,-0.000937203
1/8/2018,BIV,83.31082,0.99952106,1.920701409,-0.000208051
1/5/2018,BIV,83.35074,0.998685007,1.92090946,-0.00057147
1/4/2018,BIV,83.46049,1,1.92148093,0
1/3/2018,BIV,83.46049,1.001077117,1.92148093,0.000467534
1/2/2018,BIV,83.37069,0.996779176,1.921013396,-0.001401044
12/29/2017,BIV,83.64008,1.001672806,1.92241444,0.000725884
12/28/2017,BIV,83.5004,0.999522267,1.921688556,-0.000207527
12/27/2017,BIV,83.54031,1.002514557,1.921896083,0.001090688
12/26/2017,BIV,83.33077,0.999856256,1.920805395,-6.24E-05
12/22/2017,BIV,83.34275,1.000478014,1.920867826,0.000207549
12/21/2017,BIV,83.30293,1.000478243,1.920660277,0.000207649
12/20/2017,BIV,83.26311,0.998329066,1.920452628,-0.000726284
12/19/2017,BIV,83.40247,0.995958011,1.921178913,-0.001758971
12/18/2017,BIV,83.74095,0.998457023,1.922937883,-0.000670624
12/15/2017,BIV,83.87036,0.999525445,1.923608507,-0.000206146
12/14/2017,BIV,83.91018,0.99905179,1.923814653,-0.000411998
12/13/2017,BIV,83.98982,1.004404729,1.924226651,0.001908749
12/12/2017,BIV,83.62149,0.999524033,1.922317902,-0.000206759
12/11/2017,BIV,83.66131,0.999405574,1.922524661,-0.000258232
12/8/2017,BIV,83.71107,0.999049417,1.922782893,-0.000413029
12/7/2017,BIV,83.79072,0.998931811,1.923195922,-0.000464156
12/6/2017,BIV,83.88032,1.00118822,1.923660079,0.000515731
12/5/2017,BIV,83.78077,1.001189753,1.923144347,0.000516396
12/4/2017,BIV,83.68121,0.999286609,1.922627951,-0.000309932
12/1/2017,BIV,83.74095,1.002622185,1.922937883,0.00113731
11/30/2017,BIV,83.52194,0.997982216,1.921800573,-0.000877198
11/29/2017,BIV,83.69081,0.997041428,1.922677771,-0.001286796
11/28/2017,BIV,83.93915,1.000710543,1.923964567,0.000308475
11/27/2017,BIV,83.87955,1.000948328,1.923656092,0.000411659
11/24/2017,BIV,83.80008,0.999644518,1.923244433,-0.000154411
11/22/2017,BIV,83.82988,1.00261376,1.923398844,0.001133661
11/21/2017,BIV,83.61134,1.00071333,1.922265184,0.000309685
11/20/2017,BIV,83.55174,0.997982934,1.921955499,-0.000876885
11/17/2017,BIV,83.72061,1.000950131,1.922832384,0.000412441
11/16/2017,BIV,83.64114,0.998340181,1.922419943,-0.000721449
11/15/2017,BIV,83.7802,1.002972877,1.923141393,0.001289189
11/14/2017,BIV,83.53187,1.001548391,1.921852204,0.000671937
11/13/2017,BIV,83.40273,0.999523744,1.921180267,-0.000206885
11/10/2017,BIV,83.44247,0.995260724,1.921387151,-0.002063134
11/9/2017,BIV,83.83981,0.999289626,1.923450285,-0.000308621
11/8/2017,BIV,83.89941,0.998817363,1.923758907,-0.000513917
11/7/2017,BIV,83.99875,1.000236488,1.924272823,0.000102693
11/6/2017,BIV,83.97889,1.000710206,1.92417013,0.000308329
11/3/2017,BIV,83.91929,1.00071083,1.923861801,0.0003086
11/2/2017,BIV,83.85968,1.000829811,1.923553201,0.000360233
11/1/2017,BIV,83.79015,1.000545708,1.923192968,0.000236933
10/31/2017,BIV,83.74445,0.998935869,1.922956035,-0.000462392
10/30/2017,BIV,83.83366,1.002726848,1.923418427,0.001182643
10/27/2017,BIV,83.60568,1.002257444,1.922235784,0.00097929
10/26/2017,BIV,83.41737,0.999406352,1.921256493,-0.000257895
10/25/2017,BIV,83.46692,0.998458654,1.921514388,-0.000669914
10/24/2017,BIV,83.59577,0.998224599,1.922184302,-0.000771732
10/23/2017,BIV,83.74445,1.001066401,1.922956035,0.000462885
10/20/2017,BIV,83.65524,0.996928722,1.92249315,-0.001335891
10/19/2017,BIV,83.91296,1.000945921,1.923829041,0.000410614
10/18/2017,BIV,83.83366,0.997876377,1.923418427,-0.000923259
10/17/2017,BIV,84.01207,0.999882055,1.924341686,-5.12E-05
10/16/2017,BIV,84.02198,0.999174945,1.924392912,-0.000358465
10/13/2017,BIV,84.09136,1.002599754,1.924751376,0.001127594
10/12/2017,BIV,83.87331,1,1.923623782,0
10/11/2017,BIV,83.87331,1.000828004,1.923623782,0.000359449
10/10/2017,BIV,83.80392,1.000828571,1.923264334,0.000359695
10/9/2017,BIV,83.73454,1.000829258,1.922904639,0.000359993
10/6/2017,BIV,83.66516,0.998462301,1.922544646,-0.000668328
10/5/2017,BIV,83.79401,0.998700524,1.923212974,-0.000564722
10/4/2017,BIV,83.90304,1.000472673,1.923777697,0.000205231
10/3/2017,BIV,83.8634,1.001064886,1.923572466,0.000462228
10/2/2017,BIV,83.77419,1.000485349,1.923110237,0.000210733
9/29/2017,BIV,83.73355,0.999055871,1.922899504,-0.000410224
9/28/2017,BIV,83.81268,1.000118015,1.923309728,5.13E-05
9/27/2017,BIV,83.80279,0.99670634,1.923258478,-0.001432779
9/26/2017,BIV,84.07972,0.999529597,1.924691257,-0.000204342
9/25/2017,BIV,84.11929,1.002948182,1.924895598,0.001278496
9/22/2017,BIV,83.87202,1.000708007,1.923617103,0.000307375
9/21/2017,BIV,83.81268,0.999410342,1.923309728,-0.000256161
9/20/2017,BIV,83.86213,0.99823403,1.923565889,-0.000767629
9/19/2017,BIV,84.01049,0.999411729,1.924333518,-0.000255558
9/18/2017,BIV,84.05994,0.998942114,1.924589076,-0.000459677
9/15/2017,BIV,84.14896,0.999530102,1.925048753,-0.000204122
9/14/2017,BIV,84.18852,1.000470119,1.925252875,0.000204122
9/13/2017,BIV,84.14896,0.998240039,1.925048753,-0.000765015
9/12/2017,BIV,84.29732,0.998945208,1.925813768,-0.000458332
9/11/2017,BIV,84.38633,0.995682122,1.9262721,-0.001879291
9/8/2017,BIV,84.75228,0.998717905,1.92815139,-0.000557164
9/7/2017,BIV,84.86108,1.004331138,1.928708555,0.001876928
9/6/2017,BIV,84.49512,0.997780902,1.926831627,-0.000964813
9/5/2017,BIV,84.68304,1.004929532,1.92779644,0.002135609
9/1/2017,BIV,84.26764,0.997377771,1.925660831,-0.001140315
8/31/2017,BIV,84.48919,1.001403685,1.926801147,0.000609185
8/30/2017,BIV,84.37076,0.999649172,1.926191961,-0.000152389
8/29/2017,BIV,84.40037,1.001287907,1.926344351,0.000558971
8/28/2017,BIV,84.29181,1.001641878,1.92578538,0.000712474
8/25/2017,BIV,84.15364,1.001056566,1.925072906,0.000458618
8/24/2017,BIV,84.06482,0.998827402,1.924614287,-0.000509552
8/23/2017,BIV,84.16351,1.002822226,1.925123839,0.001223951
8/22/2017,BIV,83.92665,0.999295,1.923899888,-0.000306285
8/21/2017,BIV,83.98586,1.001058559,1.924206174,0.000459483
8/18/2017,BIV,83.89705,0.99905985,1.92374669,-0.000408494
8/17/2017,BIV,83.976,1.001648063,1.924155184,0.000715155
8/16/2017,BIV,83.83783,1.001887072,1.923440029,0.000818772
8/15/2017,BIV,83.67992,0.998116483,1.922621256,-0.000818772
8/14/2017,BIV,83.83783,0.998120024,1.923440029,-0.000817232
8/11/2017,BIV,83.99574,1.001176323,1.924257261,0.00051057
8/10/2017,BIV,83.89705,1.002594768,1.92374669,0.001125434
8/9/2017,BIV,83.67992,1.001062553,1.922621256,0.000461216
8/8/2017,BIV,83.5911,0.998114485,1.92216004,-0.000819642
8/7/2017,BIV,83.74901,1.000589608,1.922979682,0.000255988
8/4/2017,BIV,83.69966,0.997295376,1.922723694,-0.001176194
8/3/2017,BIV,83.92665,1.0021211,1.923899888,0.000920206
8/2/2017,BIV,83.74901,0.999646569,1.922979682,-0.00015352
8/1/2017,BIV,83.77862,1.002172326,1.923133202,0.000942406
7/31/2017,BIV,83.59702,1.00023559,1.922190796,0.000102303
7/28/2017,BIV,83.57733,1.001652336,1.922088493,0.000717008
7/27/2017,BIV,83.43946,0.999174454,1.921371485,-0.000358678
7/26/2017,BIV,83.5084,1.002601098,1.921730163,0.001128176
7/25/2017,BIV,83.29175,0.995996368,1.920601987,-0.001742245
7/24/2017,BIV,83.62656,0.998471367,1.922344232,-0.000664385
7/21/2017,BIV,83.75459,1.00176684,1.923008617,0.000766652
7/20/2017,BIV,83.60687,1.000825134,1.922241965,0.000358203
7/19/2017,BIV,83.53794,0.999882223,1.921883762,-5.12E-05
7/18/2017,BIV,83.54778,1.002244463,1.921934914,0.000973666
7/17/2017,BIV,83.36068,1.001064343,1.920961249,0.000461992
7/14/2017,BIV,83.27205,1.0026085,1.920499256,0.001131382
7/13/2017,BIV,83.0554,0.998579116,1.919367874,-0.000617521
7/12/2017,BIV,83.17358,1.003088008,1.919985395,0.001339038
7/11/2017,BIV,82.91753,1.001308188,1.918646357,0.000567768
7/10/2017,BIV,82.8092,1.001548236,1.918078589,0.00067187
7/7/2017,BIV,82.68119,0.999404814,1.917406719,-0.000258563
7/6/2017,BIV,82.73043,0.997269788,1.917665282,-0.001187338
7/5/2017,BIV,82.95692,1.002260486,1.918852619,0.000980609
7/3/2017,BIV,82.76982,0.996419887,1.917872011,-0.001557613
6/30/2017,BIV,83.06721,0.998346369,1.919429624,-0.000718757
6/29/2017,BIV,83.2048,0.997408446,1.920148381,-0.001126959
6/28/2017,BIV,83.42099,1.00011785,1.92127534,5.12E-05
6/27/2017,BIV,83.41116,0.996010283,1.921224161,-0.001736178
6/26/2017,BIV,83.74528,1.000939681,1.922960339,0.000407907
6/23/2017,BIV,83.66666,1.000234916,1.922552432,0.000102011
6/22/2017,BIV,83.64701,1.000470172,1.922450422,0.000204145
6/21/2017,BIV,83.6077,1.000705696,1.922246276,0.000306372
6/20/2017,BIV,83.54874,1.00164942,1.921939905,0.000715744
6/19/2017,BIV,83.41116,0.996946215,1.921224161,-0.001328271
6/16/2017,BIV,83.66666,1.001647091,1.922552432,0.000714734
6/15/2017,BIV,83.52908,0.997418362,1.921837698,-0.001122641
6/14/2017,BIV,83.74528,1.004242278,1.922960339,0.001838501
6/13/2017,BIV,83.39151,1.000943672,1.921121838,0.000409638
6/12/2017,BIV,83.31289,0.999292807,1.9207122,-0.000307239
6/9/2017,BIV,83.37185,0.99952872,1.921019438,-0.000204722
6/8/2017,BIV,83.41116,0.998353297,1.921224161,-0.000715744
6/7/2017,BIV,83.54874,0.998473287,1.921939905,-0.00066355
6/6/2017,BIV,83.67649,1.003180989,1.922603454,0.001379293
6/5/2017,BIV,83.41116,0.998940833,1.921224161,-0.000460234
6/2/2017,BIV,83.4996,1.002950852,1.921684395,0.001279652
6/1/2017,BIV,83.25393,0.999929137,1.920404744,-3.08E-05
5/31/2017,BIV,83.25983,1.000589226,1.92043552,0.000255822
5/30/2017,BIV,83.2108,1.002599311,1.920179697,0.001127402
5/26/2017,BIV,82.99507,0.999645647,1.919052296,-0.000153921
5/25/2017,BIV,83.02449,1.000118051,1.919206217,5.13E-05
5/24/2017,BIV,83.01469,1.002486814,1.91915495,0.001078669
5/23/2017,BIV,82.80876,0.997165964,1.918076281,-0.001232554
5/22/2017,BIV,83.04411,0.999764037,1.919308835,-0.00010249
5/19/2017,BIV,83.06371,1.000118116,1.919411325,5.13E-05
5/18/2017,BIV,83.0539,0.998820593,1.919360031,-0.000512512
5/17/2017,BIV,83.15197,1.006050558,1.919872543,0.002619806
5/16/2017,BIV,82.65188,1.001306818,1.917252736,0.000567173
5/15/2017,BIV,82.54401,0.999643711,1.916685563,-0.000154762
5/12/2017,BIV,82.57343,1.004772746,1.916840325,0.002067847
5/11/2017,BIV,82.1812,1.000238676,1.914772478,0.000103643
5/10/2017,BIV,82.16159,1.00047758,1.914668835,0.000207361
5/9/2017,BIV,82.12237,0.99940332,1.914461474,-0.000259212
5/8/2017,BIV,82.1714,0.998570162,1.914720686,-0.000621415
5/5/2017,BIV,82.28906,1,1.915342101,0
5/4/2017,BIV,82.28906,0.998453223,1.915342101,-0.000672277
5/3/2017,BIV,82.41654,0.997507699,1.916014378,-0.001083743
5/2/2017,BIV,82.62246,1.001783442,1.917098122,0.000773849
5/1/2017,BIV,82.47537,0.998788743,1.916324273,-0.000526361
4/28/2017,BIV,82.57539,1.000948882,1.916850634,0.000411899
4/27/2017,BIV,82.49711,1.00142523,1.916438735,0.000618529
4/26/2017,BIV,82.3797,1.00166568,1.915820206,0.000722794
4/25/2017,BIV,82.24271,0.99585313,1.915097412,-0.001804707
4/24/2017,BIV,82.58518,0.998698315,1.91690212,-0.000565683
4/21/2017,BIV,82.69282,1.000473542,1.917467803,0.000205608
4/20/2017,BIV,82.65368,0.999172048,1.917262194,-0.000359724
4/19/2017,BIV,82.72217,0.997993208,1.917621918,-0.000872414
4/18/2017,BIV,82.88851,1.003672935,1.918494333,0.001592213
4/17/2017,BIV,82.58518,1.000237024,1.91690212,0.000102926
4/13/2017,BIV,82.56561,1.000711577,1.916799194,0.000308924
4/12/2017,BIV,82.5069,1.002735111,1.91649027,0.001186222
4/11/2017,BIV,82.28185,1.004059712,1.915304048,0.001759541
4/10/2017,BIV,81.94916,1.002153889,1.913544506,0.000934416
4/7/2017,BIV,81.77303,0.996660816,1.91261009,-0.001452616
4/6/2017,BIV,82.047,0.999642406,1.914062706,-0.000155329
4/5/2017,BIV,82.07635,1.00155206,1.914218035,0.000673528
4/4/2017,BIV,81.94916,1,1.913544506,0
4/3/2017,BIV,81.94916,1.003895817,1.913544506,0.001688645
3/31/2017,BIV,81.63114,1.001797147,1.911855862,0.000779791
3/30/2017,BIV,81.4847,0.997132736,1.911076071,-0.001247026
3/29/2017,BIV,81.71901,1.002755402,1.912323097,0.00119501
3/28/2017,BIV,81.49446,0.997490437,1.911128086,-0.001091259
3/27/2017,BIV,81.69949,1.002395704,1.912219346,0.001039197
3/24/2017,BIV,81.50423,1.000239677,1.911180149,0.000104078
3/23/2017,BIV,81.4847,0.9989228,1.911076071,-0.000468074
3/22/2017,BIV,81.57257,1.001678498,1.911544145,0.000728352
3/21/2017,BIV,81.43588,1.002403601,1.910815794,0.001042618
3/20/2017,BIV,81.24061,1.001926511,1.909773176,0.000835868
3/17/2017,BIV,81.0844,1.002172079,1.908937307,0.000942299
3/16/2017,BIV,80.90866,0.997712536,1.907995008,-0.000994571
3/15/2017,BIV,81.09416,1.008009717,1.90898958,0.003464719
3/14/2017,BIV,80.44978,1.001093428,1.905524861,0.000474611
3/13/2017,BIV,80.36191,0.997213428,1.90505025,-0.001211882
3/10/2017,BIV,80.58647,1.002185529,1.906262132,0.000948128
3/9/2017,BIV,80.41073,0.997335831,1.905314005,-0.001158578
3/8/2017,BIV,80.62553,0.996620844,1.906472583,-0.001470034
3/7/2017,BIV,80.8989,0.997952627,1.907942616,-0.000890074
3/6/2017,BIV,81.06487,0.999518396,1.908832691,-0.000209208
3/3/2017,BIV,81.10393,1.000722805,1.909041899,0.000313797
3/2/2017,BIV,81.04535,0.997476688,1.908728102,-0.001097245
3/1/2017,BIV,81.25037,0.995287808,1.909825347,-0.002051316
2/28/2017,BIV,81.63505,1,1.911876663,0
2/27/2017,BIV,81.63505,0.996906155,1.911876663,-0.001345723
2/24/2017,BIV,81.8884,1.004302186,1.913222386,0.001864408
2/23/2017,BIV,81.53761,1.001915664,1.911357977,0.000831166
2/22/2017,BIV,81.38171,1.001558919,1.910526811,0.000676503
2/21/2017,BIV,81.25504,0.999760195,1.909850308,-0.000104158
2/17/2017,BIV,81.27453,1.002644579,1.909954467,0.00114701
2/16/2017,BIV,81.06016,1.002893489,1.908807457,0.001254812
2/15/2017,BIV,80.82629,0.998555284,1.907552645,-0.000627886
2/14/2017,BIV,80.94323,0.996999513,1.908180531,-0.001305054
2/13/2017,BIV,81.18683,0.998801367,1.909485584,-0.000520872
2/10/2017,BIV,81.28426,0.999520678,1.910006456,-0.000208217
2/9/2017,BIV,81.32324,0.995467571,1.910214673,-0.001972883
2/8/2017,BIV,81.69351,1.003470909,1.912187556,0.001504787
2/7/2017,BIV,81.41094,1.001078413,1.910682769,0.000468096
2/6/2017,BIV,81.32324,1.00396967,1.910214673,0.001720593
2/3/2017,BIV,81.00169,1.000963253,1.90849408,0.000418134
2/2/2017,BIV,80.92374,1.000481797,1.908075946,0.000209191
2/1/2017,BIV,80.88477,0.998172347,1.907866755,-0.000794466
1/31/2017,BIV,81.03287,1.003612655,1.908661221,0.001566129
1/30/2017,BIV,80.74118,0.99927809,1.907095092,-0.000313635
1/27/2017,BIV,80.79951,1.001084101,1.907408727,0.000470564
1/26/2017,BIV,80.71201,1.00132684,1.906938163,0.000575857
1/25/2017,BIV,80.60506,0.996035139,1.906362306,-0.00172534
1/24/2017,BIV,80.92592,0.99736381,1.908087645,-0.001146395
1/23/2017,BIV,81.13982,1.003487107,1.90923404,0.001511797
1/20/2017,BIV,80.85786,1.001445111,1.907722243,0.000627151
1/19/2017,BIV,80.74118,0.997357671,1.907095092,-0.001149068
1/18/2017,BIV,80.95509,0.994030543,1.90824416,-0.002600271
1/17/2017,BIV,81.44125,1.004557567,1.910844431,0.00197483
1/13/2017,BIV,81.07176,0.998323685,1.908869601,-0.000728625
1/12/2017,BIV,81.20789,1.000479124,1.909598226,0.000208031
1/11/2017,BIV,81.169,1.000599356,1.909390196,0.000260219
1/10/2017,BIV,81.12038,1.000239701,1.909129976,0.000104088
1/9/2017,BIV,81.10094,1.002524206,1.909025888,0.001094867
1/6/2017,BIV,80.89674,0.996645764,1.907931021,-0.001459175
1/5/2017,BIV,81.169,1.004693786,1.909390196,0.002033716
1/4/2017,BIV,80.78979,1.000963673,1.907356479,0.000418316
1/3/2017,BIV,80.71201,0.999277705,1.906938163,-0.000313802
12/30/2016,BIV,80.77035,1.003260801,1.907251965,0.001413844
12/29/2016,BIV,80.50783,1.003150083,1.905838121,0.001365914
12/28/2016,BIV,80.25502,1.003525813,1.904472207,0.001528548
12/27/2016,BIV,79.97305,0.997574329,1.902943659,-0.001054735
12/23/2016,BIV,80.16751,1.000971161,1.903998395,0.000421565
12/22/2016,BIV,80.08973,0.996190482,1.90357683,-0.001657612
12/21/2016,BIV,80.396,1.002176726,1.905234442,0.000944313
12/20/2016,BIV,80.22138,0.997948282,1.904290129,-0.000891965
12/19/2016,BIV,80.38631,1.004607234,1.905182094,0.001996301
12/16/2016,BIV,80.01765,1.000606609,1.903185793,0.000263367
12/15/2016,BIV,79.96914,0.996614689,1.902922426,-0.001472716
12/14/2016,BIV,80.24078,0.99315566,1.904395142,-0.002982678
12/13/2016,BIV,80.79376,1.000240175,1.90737782,0.000104294
12/12/2016,BIV,80.77436,1,1.907273526,0
12/9/2016,BIV,80.77436,0.996767621,1.907273526,-0.001406078
12/8/2016,BIV,81.0363,0.996540234,1.908679604,-0.001505163
12/7/2016,BIV,81.31764,1.003832376,1.910184766,0.001661199
12/6/2016,BIV,81.00719,1.001078968,1.908523568,0.000468337
12/5/2016,BIV,80.91988,1,1.90805523,0
12/2/2016,BIV,80.91988,1.003971973,1.90805523,0.001721589
12/1/2016,BIV,80.59974,0.995637832,1.906333641,-0.001898609
11/30/2016,BIV,80.95287,0.995713357,1.90823225,-0.001865667
11/29/2016,BIV,81.30138,1.000953413,1.910097917,0.000413865
11/28/2016,BIV,81.22394,1.003468606,1.909684052,0.00150379
11/25/2016,BIV,80.94318,1.000239237,1.908180262,0.000103887
11/23/2016,BIV,80.92382,0.99630503,1.908076375,-0.001607677
11/22/2016,BIV,81.22394,1.001312788,1.909684052,0.000569763
11/21/2016,BIV,81.11745,1.000119347,1.90911429,5.18E-05
11/18/2016,BIV,81.10777,0.996195047,1.909062461,-0.001655622
11/17/2016,BIV,81.41756,0.99620947,1.910718083,-0.001649334
11/16/2016,BIV,81.72735,1.000118457,1.912367417,5.14E-05
11/15/2016,BIV,81.71767,1.001304846,1.912315975,0.000566318
11/14/2016,BIV,81.61118,0.994690349,1.911749657,-0.002312096
11/11/2016,BIV,82.04682,0.997763003,1.914061753,-0.000972604
11/10/2016,BIV,82.23077,0.996130114,1.915034357,-0.001683931
11/9/2016,BIV,82.55023,0.988179349,1.916718288,-0.005164226
11/8/2016,BIV,83.5377,0.997456857,1.921882514,-0.00110588
11/7/2016,BIV,83.75069,0.997578436,1.922988394,-0.001052947
11/4/2016,BIV,83.95399,1.001616947,1.924041341,0.000701664
11/3/2016,BIV,83.81846,0.999307554,1.923339677,-0.00030083
11/2/2016,BIV,83.87654,1.002661682,1.923640507,0.001154418
11/1/2016,BIV,83.65388,0.999294613,1.922486089,-0.000306454
10/31/2016,BIV,83.71293,1.001155277,1.922792543,0.000501441
10/28/2016,BIV,83.61633,0.999307314,1.922291102,-0.000300934
10/27/2016,BIV,83.67429,0.997696247,1.922592036,-0.001001661
10/26/2016,BIV,83.8675,0.998045382,1.923593697,-0.000849711
10/25/2016,BIV,84.03175,0.999885176,1.924443408,-4.99E-05
10/24/2016,BIV,84.0414,0.998393141,1.924493278,-0.000698411
10/21/2016,BIV,84.17666,1.000804075,1.92519169,0.000349065
10/20/2016,BIV,84.10903,0.998738115,1.924842624,-0.000548376
10/19/2016,BIV,84.2153,1.000918491,1.925391,0.000398712
10/18/2016,BIV,84.13802,1.00172538,1.924992288,0.000748677
10/17/2016,BIV,83.9931,1.002074584,1.92424361,0.000900047
10/14/2016,BIV,83.81921,0.998389008,1.923343563,-0.000700209
